logp,category,role,tag,template,context_tag,context,id
-23.365303978453664,car,buyer,inquiry,do you have a cover for it?,counter-price,"the test drive is okay, the engine purrs like a kitten. i was looking for serious offers only. but, i am willing to let her go for {price}.",29764
-45.47096394076583,car,seller,disagree,i sure do and that comes with the vehicle. not a scratch of ding on it.,inquiry,do you have a cover for it?,29765
-33.95005804928655,car,buyer,agree,alright i think i can do {partner_price} if everything checks out,disagree,i sure do and that comes with the vehicle. not a scratch of ding on it.,29766
-3.443879347940896,car,buyer,offer,<offer>,disagree,i sure do and that comes with the vehicle. not a scratch of ding on it.,29767
-27.34377464357768,car,seller,unknown,come on by for that test drive. i'll e-mail you my address.,offer,<offer>,29768
-3.568819410226794,car,seller,accept,<accept>,offer,<offer>,29769
-5.631888775249492,car,seller,intro,hello,<start>,<start>,29770
-9.043193816655322,car,buyer,unknown,hey there!,intro,hello,29771
-20.65690376653299,car,seller,unknown,are you interested in buying this car?,unknown,hey there!,29772
-54.56507759058566,car,buyer,init-price,yes i definitely am! i would be willing to come and pick it up if you can drop the price to {price}.,unknown,are you interested in buying this car?,29773
-51.638297407817284,car,seller,inquiry,that sounds like a fair price. would you like it to be delivered to you?,init-price,yes i definitely am! i would be willing to come and pick it up if you can drop the price to {price}.,29774
-37.94471760838084,car,buyer,inform,oh even better! i'd love that! thanks so much for being reasonable and understanding!,inquiry,that sounds like a fair price. would you like it to be delivered to you?,29775
-51.998862356180254,car,seller,disagree,not a problem and it will be the same price for delivery. no extra charge.,inform,oh even better! i'd love that! thanks so much for being reasonable and understanding!,29776
-13.922163668867757,car,buyer,unknown,thanks so much!,disagree,not a problem and it will be the same price for delivery. no extra charge.,29777
-3.443879347940896,car,buyer,offer,<offer>,disagree,not a problem and it will be the same price for delivery. no extra charge.,29778
-26.369429686936904,car,seller,disagree,no problem. have a good one.,offer,<offer>,29779
-3.568819410226794,car,seller,accept,<accept>,offer,<offer>,29780
-23.682077784451877,furniture,seller,intro,"hi, are you calling about the {title}?",<start>,<start>,29781
-34.37632135961714,furniture,buyer,unknown,yes i'm interested in the {title} what kind of condition is it in?,intro,"hi, are you calling about the {title}?",29782
-94.28164404988799,furniture,seller,unknown,"it is in excellent condition. like new actually. i was going to usee it in my office, but then my wife left me. now i need to sell it to pay her off.",unknown,yes i'm interested in the {title} what kind of condition is it in?,29783
-27.76198810829659,furniture,buyer,inquiry,would you be willing to work with me on the price at all?,unknown,"it is in excellent condition. like new actually. i was going to usee it in my office, but then my wife left me. now i need to sell it to pay her off.",29784
-36.49305232461139,furniture,seller,vague-price,"i could probably come down a bit, but not too much. what were you thinking?",inquiry,would you be willing to work with me on the price at all?,29785
-23.59062598123688,furniture,buyer,init-price,i was thinking about {price} bucks,vague-price,"i could probably come down a bit, but not too much. what were you thinking?",29786
-33.0639356732836,furniture,seller,counter-price,how about {price} and i can include the chair as well.,init-price,i was thinking about {price} bucks,29787
-37.58999011239511,furniture,buyer,unknown,you know what that sounds good to me we have a deal.,counter-price,how about {price} and i can include the chair as well.,29788
-27.924225816111047,furniture,seller,insist,very good {my_price} with the chair.,unknown,you know what that sounds good to me we have a deal.,29789
-3.443879347940896,furniture,seller,offer,<offer>,unknown,you know what that sounds good to me we have a deal.,29790
-3.568819410226794,furniture,buyer,accept,<accept>,offer,<offer>,29791
-19.9175891055117,phone,seller,intro,hello are you interested in the phone?,<start>,<start>,29792
-36.36798414427929,phone,buyer,unknown,hi there. yes i am. can you tell me if its used or new?,intro,hello are you interested in the phone?,29793
-43.261644631685144,phone,seller,init-price,it's used and the screen is cracked. i'm selling for only {listing_price}.,unknown,hi there. yes i am. can you tell me if its used or new?,29794
-29.95462005392676,phone,buyer,counter-price,if its cracked then can you accept {price} for it?,init-price,it's used and the screen is cracked. i'm selling for only {listing_price}.,29795
-38.84021301587438,phone,seller,counter-price,it's in good working condition. i would need to get at least {price}.,counter-price,if its cracked then can you accept {price} for it?,29796
-46.32035642060782,phone,buyer,unknown,what's the color of the phone since i don't see any image?,counter-price,it's in good working condition. i would need to get at least {price}.,29797
-14.325375732747288,phone,seller,unknown,it's black.,unknown,what's the color of the phone since i don't see any image?,29798
-19.59460407099458,phone,buyer,inquiry,is the crack very visible?,unknown,it's black.,29799
-47.993686397860856,phone,seller,inform,"it's visible, but you could still use it. you only notice it when it's off.",inquiry,is the crack very visible?,29800
-36.76862115366368,phone,buyer,agree,okay then what else can you throw in with {partner_price}?,inform,"it's visible, but you could still use it. you only notice it when it's off.",29801
-34.621465940880825,phone,seller,unknown,i have the charge cable and a rubber case.,agree,okay then what else can you throw in with {my_price}?,29802
-23.16113645878453,phone,buyer,agree,okay then we've got a deal at {my_price},unknown,i have the charge cable and a rubber case.,29803
-7.624936014605733,phone,seller,agree,great.,agree,okay then we've got a deal at {my_price},29804
-3.443879347940896,phone,seller,offer,<offer>,agree,okay then we've got a deal at {my_price},29805
-3.568819410226794,phone,buyer,accept,<accept>,offer,<offer>,29806
-25.883175075403454,housing,buyer,intro,i am interested in the rental property. is it still available?,<start>,<start>,29807
-8.756684066577682,housing,seller,unknown,yes it is,intro,i am interested in the rental property. is it still available?,29808
-28.851874971888396,housing,buyer,inquiry,"i noticed you have restrictions for animals, are service animals allowed?",unknown,yes it is,29809
-34.1068281390484,housing,seller,inform,"it depends on the breed, we have restrictions for certain breeds",inquiry,"i noticed you have restrictions for animals, are service animals allowed?",29810
-27.19421674141709,housing,buyer,init-price,"okay, i was wondering if you would accept {price}",inform,"it depends on the breed, we have restrictions for certain breeds",29811
-101.37780669681268,housing,seller,counter-price,"i have someone else looking that is willing to pay more monthly, but i could accept {price} is you can come sign the 1 year lease with me today",init-price,"okay, i was wondering if you would accept {price}",29812
-17.357591379184463,housing,buyer,unknown,i can do that today.,counter-price,"i have someone else looking that is willing to pay more monthly, but i could accept {price} is you can come sign the 1 year lease with me today",29813
-17.020521151223193,housing,seller,insist,awesome so does {my_price} sound good?,unknown,i can do that today.,29814
-13.325375732747787,housing,buyer,agree,"yes, {partner_price}",insist,awesome so does {partner_price} sound good?,29815
-3.443879347940896,housing,seller,offer,<offer>,agree,"yes, {my_price}",29816
-3.568819410226794,housing,buyer,accept,<accept>,offer,<offer>,29817
-5.631888775249492,electronics,seller,intro,hello,<start>,<start>,29818
-5.631888775249492,electronics,buyer,unknown,hello,intro,hello,29819
-32.13443808202038,electronics,seller,unknown,are you interested in the item i am selling?,unknown,hello,29820
-54.89604393192399,electronics,buyer,inquiry,yes. i have a question. do you deliver or would i have to pick it up?,unknown,are you interested in the item i am selling?,29821
-45.00047105108156,electronics,seller,inform,either one. i will charge a ten dollar delivery fee if i deliver it.,inquiry,yes. i have a question. do you deliver or would i have to pick it up?,29822
-61.527083196397214,electronics,buyer,inquiry,okay. i can have my friend help me pick it up. how long did you have it?,inform,either one. i will charge a ten dollar delivery fee if i deliver it.,29823
-73.46634622781899,electronics,seller,inform,only about a week. it is in perfect condition. i am selling it for cheaper than what it is worth.,inquiry,okay. i can have my friend help me pick it up. how long did you have it?,29824
-47.92667812651984,electronics,buyer,init-price,"okay. if you accept {price} for it, i could come and pick it up today.",inform,only about a week. it is in perfect condition. i am selling it for cheaper than what it is worth.,29825
-25.517042887823017,electronics,seller,agree,that works for me. {partner_price} it will be.,init-price,"okay. if you accept {price} for it, i could come and pick it up today.",29826
-3.443879347940896,electronics,seller,offer,<offer>,init-price,"okay. if you accept {price} for it, i could come and pick it up today.",29827
-3.568819410226794,electronics,buyer,accept,<accept>,offer,<offer>,29828
-21.274529136224594,housing,buyer,intro,can you tell me more about your place?,<start>,<start>,29829
-76.14424717294932,housing,seller,disagree,"the listing has all the details. the location is very good. its near the highway as well. its very spacious. you can't go wrong on this one, i promise:)",intro,can you tell me more about your place?,29830
-61.80366084482825,housing,buyer,init-price,i would like to pay {price} cash in hand today? i'm a little tight today but hope you can give me a discount,disagree,"the listing has all the details. the location is very good. its near the highway as well. its very spacious. you can't go wrong on this one, i promise:)",29831
-71.16983093100734,housing,seller,counter-price,that's too low for what i am offering. i am ready to accept installments. i can give you {price} last price,init-price,i would like to pay {price} cash in hand today? i'm a little tight today but hope you can give me a discount,29832
-50.88449084594585,housing,buyer,counter-price,i understand since you did take off {price} i would like to take this place,counter-price,that's too low for what i am offering. i am ready to accept installments. i can give you {price} last price,29833
-3.443879347940896,housing,buyer,offer,<offer>,counter-price,that's too low for what i am offering. i am ready to accept installments. i can give you {price} last price,29834
-14.025330755758525,housing,seller,unknown,great then!,offer,<offer>,29835
-3.568819410226794,housing,seller,accept,<accept>,offer,<offer>,29836
-52.192383903438966,phone,buyer,intro,hi i am looking for a good {title} and was wondering about your's is it nice,<start>,<start>,29837
-36.20967588574582,phone,seller,init-price,hi! thanks for your interest. i am asking {listing_price} for the {title}.,intro,hi i am looking for a good {title} and was wondering about your's is it nice,29838
-45.591361511368575,phone,buyer,inquiry,"right it looks like it might be banged up a bit, how is the condition?",init-price,hi! thanks for your interest. i am asking {listing_price} for the {title}.,29839
-51.95010474379246,phone,seller,disagree,excellent condition. it looks brand new. no problems with the {title} at all.,inquiry,"right it looks like it might be banged up a bit, how is the condition?",29840
-91.58165825485028,phone,buyer,counter-price,"i see that's wonderful! i was hoping to pay closer to {price} because i am very broke, are you willing to meet me there or have anything to add to the value?",disagree,excellent condition. it looks brand new. no problems with the {title} at all.,29841
-40.13495825845385,phone,seller,counter-price,i'd accept {price} and throw in a charger and case.,counter-price,"i see that's wonderful! i was hoping to pay closer to {price} because i am very broke, are you willing to meet me there or have anything to add to the value?",29842
-84.91753967139385,phone,buyer,unknown,"okay that sounds like it would work for me since it would save me some money on those items, thank you please send me the offer!",counter-price,i'd accept {price} and throw in a charger and case.,29843
-3.443879347940896,phone,seller,offer,<offer>,unknown,"okay that sounds like it would work for me since it would save me some money on those items, thank you please send me the offer!",29844
-3.568819410226794,phone,buyer,accept,<accept>,offer,<offer>,29845
-20.667382866488282,phone,buyer,intro,hello. is the phone still available?,<start>,<start>,29846
-41.82515752674247,phone,seller,unknown,hello. the phone for sale is in great condition and works perfectly.,intro,hello. is the phone still available?,29847
-19.803069403370646,phone,buyer,inquiry,great. does it have wi-fi calling?,unknown,hello. the phone for sale is in great condition and works perfectly.,29848
-21.272908312857272,phone,seller,inform,yep. it also has 128gb of memory,inquiry,great. does it have wi-fi calling?,29849
-81.16639613916507,phone,buyer,inquiry,"thanks. as long as the {title} warranty is still on the phone, i think i want to buy. what's your asking price?",inform,yep. it also has 128gb of memory,29850
-25.384218444996367,phone,seller,init-price,warranty is still good. asking {listing_price} for it.,inquiry,"thanks. as long as the {title} warranty is still on the phone, i think i want to buy. what's your asking price?",29851
-14.131695797517416,phone,buyer,counter-price,would you accept {price} for it?,init-price,warranty is still good. asking {listing_price} for it.,29852
-93.17107250591431,phone,seller,unknown,"oh wow that is really low. i really need to get a lot closer to the listed price. it is unlocked and works with any carrier, even outside the country.",counter-price,would you accept {price} for it?,29853
-17.509404816031527,phone,buyer,counter-price,i'm sorry. how about {price}?,unknown,"oh wow that is really low. i really need to get a lot closer to the listed price. it is unlocked and works with any carrier, even outside the country.",29854
-96.73427924708622,phone,seller,disagree,"that is still really low. like the listing says, the price is really good where it is and i wasn't intending to take any lower offers on it.",counter-price,i'm sorry. how about {price}?,29855
-35.67075054917544,phone,buyer,counter-price,how about {price} and i'll come pick the phone up from you?,disagree,"that is still really low. like the listing says, the price is really good where it is and i wasn't intending to take any lower offers on it.",29856
-36.565829600036466,phone,seller,agree,if you can pick it up right away and pay cash i can do {partner_price},counter-price,how about {price} and i'll come pick the phone up from you?,29857
-14.20989851532741,phone,buyer,unknown,great. deal!,agree,if you can pick it up right away and pay cash i can do {my_price},29858
-3.443879347940896,phone,buyer,offer,<offer>,agree,if you can pick it up right away and pay cash i can do {my_price},29859
-3.568819410226794,phone,seller,accept,<accept>,offer,<offer>,29860
-20.667382866488282,phone,buyer,intro,hello. is the phone still available?,<start>,<start>,29861
-13.504544578435882,phone,seller,unknown,"yes, it is!",intro,hello. is the phone still available?,29862
-20.80306940337048,phone,buyer,inquiry,great. does it have wi-fi calliing?,unknown,"yes, it is!",29863
-24.064495191149454,phone,seller,inform,"yes, it does have that capability.",inquiry,great. does it have wi-fi calliing?,29864
-23.69507810431871,phone,buyer,inquiry,great. does it come with a sd card?,inform,"yes, it does have that capability.",29865
-43.8890566939405,phone,seller,disagree,it does not come with the card but it does have an expansion slot.,inquiry,great. does it come with a sd card?,29866
-30.40353501858632,phone,buyer,init-price,"ok, thanks. would you accept {price} for the phone?",disagree,it does not come with the card but it does have an expansion slot.,29867
-25.28149660990335,phone,seller,counter-price,"{partner_price} is too low for me, unfortunately. how about {price}?",init-price,"ok, thanks. would you accept {price} for the phone?",29868
-30.22427256464335,phone,buyer,counter-price,i'm sorry. i can't do {partner_price}. will you accept {price}?,counter-price,"{my_price} is too low for me, unfortunately. how about {price}?",29869
-31.701338101941488,phone,seller,counter-price,maybe we can split the diff. how does {price} sound to you?,counter-price,i'm sorry. i can't do {my_price}. will you accept {price}?,29870
-17.301974044314314,phone,buyer,unknown,that sounds great. deal!,counter-price,maybe we can split the diff. how does {price} sound to you?,29871
-3.443879347940896,phone,buyer,offer,<offer>,counter-price,maybe we can split the diff. how does {price} sound to you?,29872
-3.568819410226794,phone,seller,accept,<accept>,offer,<offer>,29873
-5.631888775249492,car,buyer,intro,hello,<start>,<start>,29874
-5.352395946682806,car,seller,unknown,hi,intro,hello,29875
-39.916801658039134,car,buyer,unknown,is this car in good condition? i am very interested in buying it.,unknown,hi,29876
-30.050111911530117,car,seller,unknown,it is in excellent condition! brand new wheels and tires too,unknown,is this car in good condition? i am very interested in buying it.,29877
-22.166177887462226,car,buyer,inquiry,can i come by and take a look at it?,unknown,it is in excellent condition! brand new wheels and tires too,29878
-36.08968922875674,car,seller,inform,"yes, definitely. or if you'd prefer, i can meet you somewhere.",inquiry,can i come by and take a look at it?,29879
-32.831537664827714,car,buyer,inquiry,we can meet somewhere. can you lower the price a bit?,inform,"yes, definitely. or if you'd prefer, i can meet you somewhere.",29880
-22.253836463959654,car,seller,init-price,i could do a cash discount of {price},inquiry,we can meet somewhere. can you lower the price a bit?,29881
-18.40261085042666,car,buyer,counter-price,i was hoping to pay {price} for it.,init-price,i could do a cash discount of {price},29882
-51.15462205292682,car,seller,counter-price,"hmm, i could probably come down to {price} but that's as low as i'm willing to go.",counter-price,i was hoping to pay {price} for it.,29883
-10.115922367120442,car,buyer,agree,that works,counter-price,"hmm, i could probably come down to {price} but that's as low as i'm willing to go.",29884
-3.443879347940896,car,buyer,offer,<offer>,counter-price,"hmm, i could probably come down to {price} but that's as low as i'm willing to go.",29885
-3.568819410226794,car,seller,accept,<accept>,offer,<offer>,29886
-23.39825007427319,furniture,buyer,intro,i am interested in your {title}. how long have you had them?,<start>,<start>,29887
-87.16960912621562,furniture,seller,init-price,they are only a couple months old {title} hardly used. they both have a practically brand new cover on them. i am looking for {price} for the set.,intro,i am interested in your {title}. how long have you had them?,29888
-86.38158085046844,furniture,buyer,counter-price,i was hoping to pay at least {price} since i am on a budget because i really want them and i can pick them up today with cash in hand,init-price,they are only a couple months old {title} hardly used. they both have a practically brand new cover on them. i am looking for {price} for the set.,29889
-97.85986459233455,furniture,seller,counter-price,{partner_price} is way out of the range i am looking for. if you picked them up in the next couple hours i could do say {price} for the set.,counter-price,i was hoping to pay at least {price} since i am on a budget because i really want them and i can pick them up today with cash in hand,29890
-11.024919168166237,furniture,buyer,unknown,that sounds great!,counter-price,{my_price} is way out of the range i am looking for. if you picked them up in the next couple hours i could do say {price} for the set.,29891
-3.443879347940896,furniture,buyer,offer,<offer>,counter-price,{my_price} is way out of the range i am looking for. if you picked them up in the next couple hours i could do say {price} for the set.,29892
-3.568819410226794,furniture,seller,accept,<accept>,offer,<offer>,29893
-20.056806373285866,phone,buyer,intro,hi there. is this available?,<start>,<start>,29894
-5.058589192054489,phone,seller,unknown,yes,intro,hi there. is this available?,29895
-17.74940201525463,phone,buyer,inquiry,is this used?,unknown,yes,29896
-23.909706973892945,phone,seller,inform,yes but it is in great shape,inquiry,is this used?,29897
-19.239461829762362,phone,buyer,inquiry,any scratches or rims?,inform,yes but it is in great shape,29898
-15.740413232029358,phone,seller,inform,nope. like brand new.,inquiry,any scratches or rims?,29899
-45.91844395816362,phone,buyer,init-price,okay good. the price is high for me can you accept {price} for it?,inform,nope. like brand new.,29900
-47.2525179113307,phone,seller,counter-price,it still has the service and warranty on it. i can go down to {price}.,init-price,okay good. the price is high for me can you accept {price} for it?,29901
-95.03701675527799,phone,buyer,unknown,"okay since its what i have been looking for months, i will take it. i haven't been able to get this for so long. can you please ship it to me?",counter-price,it still has the service and warranty on it. i can go down to {price}.,29902
-56.20900889356798,phone,seller,unknown,sure but depending on the cost i might have to add more to the price.,unknown,"okay since its what i have been looking for months, i will take it. i haven't been able to get this for so long. can you please ship it to me?",29903
-32.39182204107528,phone,buyer,unknown,that's not a problem. great then we've got the deal?,unknown,sure but depending on the cost i might have to add more to the price.,29904
-8.406512495471448,phone,seller,agree,deal,unknown,that's not a problem. great then we've got the deal?,29905
-3.443879347940896,phone,seller,offer,<offer>,unknown,that's not a problem. great then we've got the deal?,29906
-3.568819410226794,phone,buyer,accept,<accept>,offer,<offer>,29907
-26.41222456133396,furniture,buyer,intro,hello. i'm interested in the {title}. can you tell me about it?,<start>,<start>,29908
-163.83215043653368,furniture,seller,unknown,"it is in excellent condition. it is fully adjustable it adjust at the head knees and height as well. it also has rolling wheels for easy moving. the mattress is very nice. it comes with side rails. it breaks down into 3 sections so when you pick it up you should be good if you are in a station wagon, mini van or suv and i will be willing to help you load it",intro,hello. i'm interested in the {title}. can you tell me about it?,29909
-25.670164785447415,furniture,seller,inform,i purchased it from a medical supply store.,inquiry,did you obtain this {title} from a {title} or a medical supply store?,29910
-33.76423153171917,furniture,buyer,inquiry,why did you need such a {title}?,inform,i purchased it from a medical supply store.,29911
-58.64484223949904,furniture,seller,disagree,my husband had to use it for a short time after a surgery he had. he is now recovered and we no longer need it.,inquiry,why did you need such a {title}?,29912
-20.738168597134948,furniture,buyer,inquiry,how long was he in the {title}?,disagree,my husband had to use it for a short time after a surgery he had. he is now recovered and we no longer need it.,29913
-44.635817919792714,furniture,seller,inform,he used it for 10 weeks. so it is still like new condition.,inquiry,how long was he in the {title}?,29914
-16.169521514441232,furniture,buyer,inquiry,how old is the {title}?,inform,he used it for 10 weeks. so it is still like new condition.,29915
-47.44233277393022,furniture,seller,inform,we purchased it about 4 months ago in preparation for him needing it for his surgery.,inquiry,how old is the {title}?,29916
-67.65571656727815,furniture,buyer,init-price,it's a drive for me to come to sunol. would you be willing to take {price} for the {title} to cover my gas expense?,inform,we purchased it about 4 months ago in preparation for him needing it for his surgery.,29917
-173.34597222371758,furniture,seller,counter-price,"i have someone else wanting to come look that is willing to pay more, if you are really in need of the {title} i can deliver if you pay asking price of {listing_price} or i can take {price} if you come pick it up and i help you load.",init-price,it's a drive for me to come to sunol. would you be willing to take {price} for the {title} to cover my gas expense?,29918
-26.179050013141616,furniture,buyer,counter-price,i would be willing to do the {price}.,counter-price,"i have someone else wanting to come look that is willing to pay more, if you are really in need of the {title} i can deliver if you pay asking price of {listing_price} or i can take {price} if you come pick it up and i help you load.",29919
-3.443879347940896,furniture,seller,offer,<offer>,counter-price,i would be willing to do the {price}.,29920
-3.568819410226794,furniture,buyer,accept,<accept>,offer,<offer>,29921
-25.25169077475969,phone,buyer,intro,hello. i'm interested in the {title}. is it still available?,<start>,<start>,29922
-36.45241319945365,phone,seller,unknown,"yes it is, it is in great shape and is black",intro,hello. i'm interested in the {title}. is it still available?,29923
-23.69507810431871,phone,buyer,inquiry,great. does it come with a sd card?,unknown,"yes it is, it is in great shape and is black",29924
-22.765825160709742,phone,seller,inform,yes it does come with one. 32 gb.,inquiry,great. does it come with a sd card?,29925
-26.64386100757068,phone,buyer,inquiry,thanks. one more question. does it have bluetooth?,inform,yes it does come with one. 32 gb.,29926
-29.943995063194798,phone,seller,init-price,yes it does. i am looking to get {listing_price},inquiry,thanks. one more question. does it have bluetooth?,29927
-24.630550650485326,phone,buyer,counter-price,"i can't do {listing_price}, but would you accept {price}?",init-price,yes it does. i am looking to get {listing_price},29928
-30.799305556204345,phone,seller,unknown,sure i can do that! we got a deal!.,counter-price,"i can't do {listing_price}, but would you accept {price}?",29929
-3.443879347940896,phone,seller,offer,<offer>,counter-price,"i can't do {listing_price}, but would you accept {price}?",29930
-3.568819410226794,phone,buyer,accept,<accept>,offer,<offer>,29931
-26.44388038714954,phone,seller,intro,hello! are you interested in my cell phone {title}?,<start>,<start>,29932
-143.4703759212113,phone,seller,counter-price,"i have seen the other posts, but i am uncluded the screwdrive and screws for you to assemble it properly on your {title} alot of those other cases are used and those items have been lost i would like to get the {listing_price} for it and i can mail it to you at no additional cost",init-price,"hi! yes, i saw your post. i saw other cases like this on ebay for {price}. would you accept {price} cash, and i'll pick it up?",29933
-8.132194285643767,phone,buyer,counter-price,how about {price}?,counter-price,"i have seen the other posts, but i am uncluded the screwdrive and screws for you to assemble it properly on your {title} alot of those other cases are used and those items have been lost i would like to get the {listing_price} for it and i can mail it to you at no additional cost",29934
-14.588410138580947,phone,seller,agree,okay! {partner_price}!,counter-price,how about {price}?,29935
-3.443879347940896,phone,buyer,offer,<offer>,agree,okay! {my_price}!,29936
-3.568819410226794,phone,seller,accept,<accept>,offer,<offer>,29937
-33.84139754539109,furniture,buyer,intro,"hi, i saw the ad for the {title}. what condition is it in?",<start>,<start>,29938
-23.350756682538442,furniture,seller,disagree,good condition; i didn't use it much,intro,"hi, i saw the ad for the {title}. what condition is it in?",29939
-73.59577380330202,furniture,buyer,init-price,"okay, great. i have to borrow a truck to come pick it up and that's going to be a headache. can you take {price}?",disagree,good condition; i didn't use it much,29940
-52.62898078845508,furniture,seller,counter-price,would like the {listing_price} if possible. you will be satisfied for sure,init-price,"okay, great. i have to borrow a truck to come pick it up and that's going to be a headache. can you take {price}?",29941
-59.143165096627975,furniture,buyer,counter-price,"sorry, i still feel like that's a bit much. i can't go higher than {price} on this.",counter-price,would like the {listing_price} if possible. you will be satisfied for sure,29942
-25.57176913301616,furniture,seller,unknown,i might be able to drop it off.,counter-price,"sorry, i still feel like that's a bit much. i can't go higher than {price} on this.",29943
-27.27735421788696,furniture,buyer,unknown,"alright. that's a deal, then. thanks.",unknown,i might be able to drop it off.,29944
-3.443879347940896,furniture,buyer,offer,<offer>,unknown,i might be able to drop it off.,29945
-18.132730654808427,furniture,seller,inquiry,how far away are you?,offer,<offer>,29946
-15.325375732746785,furniture,buyer,inform,10 miles.,inquiry,how far away are you?,29947
-53.38401901232928,furniture,seller,disagree,hat's not too bad. i can strap it to the roof and drive slow.,inform,10 miles.,29948
-35.98968208171747,furniture,buyer,counter-price,"okay, sounds good. i sent you the offer of {listing_price}.",disagree,hat's not too bad. i can strap it to the roof and drive slow.,29949
-18.939330436812604,furniture,seller,unknown,good deal. hope the timer is ok.,counter-price,"okay, sounds good. i sent you the offer of {listing_price}.",29950
-3.568819410226794,furniture,seller,accept,<accept>,counter-price,"okay, sounds good. i sent you the offer of {listing_price}.",29951
-17.981963461569375,furniture,seller,intro,hello! are you interested in this {title}?,<start>,<start>,29952
-14.170628636699076,furniture,buyer,unknown,"hi, yes i am.",intro,hello! are you interested in this {title}?,29953
-42.34283733576191,furniture,seller,init-price,great! i have listed it at a great price! does {listing_price} sound okay to you?,unknown,"hi, yes i am.",29954
-19.11204009337221,furniture,buyer,inquiry,does it have any problems? turing? wheels moveable?,init-price,great! i have listed it at a great price! does {listing_price} sound okay to you?,29955
-20.37912133420358,furniture,seller,inform,it is in full working condition!,inquiry,does it have any problems? turing? wheels moveable?,29956
-31.12181684076385,furniture,buyer,counter-price,isn't quite what i was looking for but how's {price}?,inform,it is in full working condition!,29957
-32.514088678784034,furniture,seller,agree,i can do {partner_price} if you can pick it up tonight with cash in hand!,counter-price,isn't quite what i was looking for but how's {price}?,29958
-16.13148493392296,furniture,buyer,unknown,you have a deal!,agree,i can do {my_price} if you can pick it up tonight with cash in hand!,29959
-3.443879347940896,furniture,seller,offer,<offer>,unknown,you have a deal!,29960
-3.568819410226794,furniture,buyer,accept,<accept>,offer,<offer>,29961
-12.137839715467706,housing,seller,intro,thanks for viewing the listing.,<start>,<start>,29962
-61.79712183132205,housing,buyer,unknown,"howdy partner. nice space you got there. looks perfect for an artist studio. more than the {title}, though especially with all the sunlight",intro,thanks for viewing the listing.,29963
-50.10557221230912,housing,seller,unknown,thanks. it really is a great place for a studio or {title}. are you interested in it?,unknown,"howdy partner. nice space you got there. looks perfect for an artist studio. more than the {title}, though especially with all the sunlight",29964
-63.52169975877996,housing,buyer,inquiry,"i sure am, but it's bit out of my price range. you said there are two bedrooms? can we fit another person into the living area?",unknown,thanks. it really is a great place for a studio or {title}. are you interested in it?,29965
-41.72496559264553,housing,seller,inquiry,"yes, the living area is big enough for another person. what were you looking to pay?",inquiry,"i sure am, but it's bit out of my price range. you said there are two bedrooms? can we fit another person into the living area?",29966
-127.4553217995995,housing,buyer,init-price,"my range is around {price}, but if i can have a roomate or two, then the price of the whole unit won't be that much higher than my budget. i would have to find the roomies first though",inquiry,"yes, the living area is big enough for another person. what were you looking to pay?",29967
-27.594282174995477,housing,seller,counter-price,"i understand. i can't do {partner_price}, but how about {price}?",init-price,"my range is around {price}, but if i can have a roomate or two, then the price of the whole unit won't be that much higher than my budget. i would have to find the roomies first though",29968
-31.11472011243297,housing,buyer,unknown,"yeah, it's just out of my range. good luck though",counter-price,"i understand. i can't do {my_price}, but how about {price}?",29969
-7.710665888631531,housing,buyer,quit,<quit>,counter-price,"i understand. i can't do {my_price}, but how about {price}?",29970
-53.39523244986405,phone,buyer,intro,hey there! what can you tell me about this offer? i need a phone and this looks nice.,<start>,<start>,29971
-71.26114568295878,phone,seller,unknown,it's in great shape. i had it about a year and i'm selling it because i was given an s8 for my birthday.,intro,hey there! what can you tell me about this offer? i need a phone and this looks nice.,29972
-86.46300563002144,phone,buyer,init-price,awesome. could i swing by and pick it up with cash from your place? i can give you {price} for it if its in good quality like you say!,unknown,it's in great shape. i had it about a year and i'm selling it because i was given an s8 for my birthday.,29973
-199.37663900178268,phone,seller,unknown,it's in great shape. there are no scractches on the screen. there are a few scuff in the lower right corner on the edge where it fell on wood floors. after that i bought a couple of cases and a screen protector to keep it safe. the cases are both otterbox and both will be included. i would rather meet you in public for pickup. there is a starbucks near my house we could meet there. what day would be good for you?,init-price,awesome. could i swing by and pick it up with cash from your place? i can give you {price} for it if its in good quality like you say!,29974
-18.32537573274987,phone,buyer,unknown,"today will work, thanks!",unknown,it's in great shape. there are no scractches on the screen. there are a few scuff in the lower right corner on the edge where it fell on wood floors. after that i bought a couple of cases and a screen protector to keep it safe. the cases are both otterbox and both will be included. i would rather meet you in public for pickup. there is a starbucks near my house we could meet there. what day would be good for you?,29975
-3.443879347940896,phone,buyer,offer,<offer>,unknown,it's in great shape. there are no scractches on the screen. there are a few scuff in the lower right corner on the edge where it fell on wood floors. after that i bought a couple of cases and a screen protector to keep it safe. the cases are both otterbox and both will be included. i would rather meet you in public for pickup. there is a starbucks near my house we could meet there. what day would be good for you?,29976
-3.568819410226794,phone,seller,accept,<accept>,offer,<offer>,29977
-5.631888775249492,bike,seller,intro,hello,<start>,<start>,29978
-53.20394190974743,bike,seller,init-price,"i am asking {listing_price} for it. that is pretty low, but i want to sell it quick.",unknown,"hello, i was interested in the {title} toddler {title} you had posted. how much are you asking for it?",29979
-45.925131561655085,bike,buyer,counter-price,would you go say {price} if i came to pick it up tonight with cash?,init-price,"i am asking {listing_price} for it. that is pretty low, but i want to sell it quick.",29980
