,text,meta_text
39878,i understand . i can't do $80 but would you accept $72 ? ,counter-price
39879,are you paying cash and are you coming to pick it up yourself ? ,inquire
39880,i would be paying cash but would you be able to deliver ? ,inquire
39881,make it $75 then so i come drop it off for you . ,counter-price
39882,$75 is a deal ! ,agree
39883,<end>,<end>
39884,"hi there , i have 4 cubicles up for sale , they are in great shape . chairs , cabinets , what ever is pictured is included . ",intro
39885,for how long have you had them ? ,inquire
39886,"had them about 3 years , very clean . no marks and very minor scrapes . ",inform
39887,how does $350 per cubicle sound ? ,init-price
39888,sure ! i can do that . ,agree
39889,awesome ,agree
39890,<end>,<end>
39891,"hello , i was interested in renting out your 2 bedroom apartment ",intro
39892,"excellent . it is a great property in a safe neighborhood . we're looking to rent it for $2311 , but we're willing to negotiate on the price . ",init-price
39893,"i can do $1600 , save you the hassle of doing any more searching and losing money on this space . ",counter-price
39894,"unfortunately , i can't go that low , and there are other prospective renters who have expressed interest . i'm authorized to lower the price to $1849 for someone who is really interested . ",counter-price
39895,$1849 is closer to my price range . how about i come by this week with $1800 cash in hand and we settle this deal ? ,counter-price
39896,i just spoke to my manager and he has approved your offer of $1800 cash . ,agree
39897,<end>,<end>
39898,hey there ,intro
39899,hello ! i'm hoping to get a little more information regarding the couch for sale . . . how used is it ? was there any smoking on or around it ? ,inquire
39900,no smoking around it or on it . i comes from a smoke free home . great couch if you have the room for it . ,inform
39901,do you have any care products that you would suggest or maybe even include ? ,inquire
39902,"oh yes , this couch has been taken care of with hubards an all natural leather conditioner . it smell really good too and i did it every 6 months . i will throw in 2 cans for you . ",inform
39903,that's really good to know ! i appreciate that ! i know it can be difficult to move a couch that size . i have a truck and would be willing to get it out of your way today for $180 ! sound good ? ,init-price
39904,i can do that for sure but it has to be gone today as we are packing the truck to move to the mid west . ,agree
39905,great ! ,thanks
39906,<end>,<end>
39907,"hello there , i see you have a sectional for sale ? ",intro
39908,yes i do . are you interested ? it is in great condition . ,intro
39909,i need a new one for my living room . how much are you asking for ? ,inquire
39910,i am asking $1495 for the sectional . ,init-price
39911,it's 5 years old is that right ? ,inquire
39912,yes but was well taken care of . ,inform
39913,they go for about $1500 brand new and for a 5 year old one i'd be much more interested at $1000 . ,counter-price
39914,would you be willing to get it today ? ,inquire
39915,"i can come pick it up later on this evening , yes . ",inform
39916,we have a deal than . ,agree
39917,perfect ! ,thanks
39918,<end>,<end>
39919,"hi there , are you looking for a new place ? ",intro
39920,im interested in the 4bedroom in pleasanton . is the neighborhood safe ? ,inquire
39921,very safe and very good school district too . do you have kids ? ,inform
39922,yes i do . that is a great plus . is it carpet or hardwood ? does it have a backyard ? ,inquire
39923,"just installed new carpet all through and yes , it does have a backyard . not too big though so you dont have to worry about a whole lot of mowing ! the neighbors are very nice too ",inform
39924,that sounds great ! unfortunately the price is high for me . the offer i can give you is $1675 ,init-price
39925,unfortunately that's very low for this much space and this neighborhood . the typical rent in this particular area for a similar property is about 3400 ,counter-price
39926,finances are very tight right now . the most i can do would probably be $2500 ,counter-price
39927,"i understand finances are tight everywhere , i do but that's below fair market value . i can however do 2800 ",counter-price
39928,are you still interested ? i can do $2800 ,agree
39929,<end>,<end>
39930,wow 39 years old car that is pretty long to still drive that good . please may i know the total milleage on it ? ,inquire
39931,"yes , it only has 89 , 000 miles on it . ",inform
39932,wow . seems it was used occasionally . are there any sever accident history on the car ,inquire
39933,"there was one accident with damage to the front end , but it was not major , the bumper and grill had to be replaced . ",inform
39934,i see . has the engine ever been replaced ? ,inquire
39935,"no , with the low mileage , it has not needed to be replaced . ",inform
39936,i am asking 12500 . ,init-price
39937,okay i offer you $9000 ,counter-price
39938,"no , i'm sorry , that won't work , the lowest i will go is 11900 , you can give me 9000 today and make payments on the rest ",counter-price
39939,i can step up to $9700 cash ,counter-price
39940,make it 10 and we have a deal ,unknown
39941,$9700 cash via bank transfer . thats the best i can offer sorry ,insist
39942,<end>,<end>
39943,good morning . are you interested in the truck i have listed ? ,intro
39944,"i am , how firm are you on the price of $15 , 000 . would you be willing to go lower if i came soon with cash ? ",init-price
39945,"yes , if you come today or tomorrow with cash , i can lower the price to $12 , 000 . ",counter-price
39946,would you be willing to go $7500 and ill leave now ? your ad states you simply found it in a barn . ,counter-price
39947,"i did , but it was an incredible find . it is in excellent condition . the lowest i can go is $10 , 500 . ",counter-price
39948,i have $9700 on me right now . hows that work for you ? ,counter-price
39949,<end>,<end>
39950,hello ,intro
39951,hi . what condition this trailblazer in ? ,inquire
39952,its in good condition ,inform
39953,how many owners ? ,inquire
39954,"i am the only owner , you will not be disappointed its fully loaded ",inform
39955,would you accept $14400 right now can bring it at this moment . ,init-price
39956,14400 is a bit lower than what i was hoping for can we meet at $15000 i will even throw in the car cover for winter time ,counter-price
39957,great can we meet now ? ,inquire
39958,sure thing ! ,inform
39959,<end>,<end>
39960,"hi , the marantz sr 780 receiver was manufactured in what year and how long have you used it ? ",inquire
39961,it was manufactured in 2015 . i have only had it for a year and used it for a few months . ,inform
39962,oh great . did you experience any problem with it and is it still under warranty ? ,inquire
39963,it is still under warranty . no issues at all . i am asking $100 for it as it is in almost new condition . ,init-price
39964,okay that's a good one . can i offer you $70 then because its still under warranty ,counter-price
39965,the lowest i can let it go for is $90 . it has barely been used . there are on issues with it . ,counter-price
39966,okay . what about $80 cash payment ,counter-price
39967,$85 and you can pick it up today . ,counter-price
39968,$80 is the much i can pay . already exceeded by budget by $10 ,insist
39969,<end>,<end>
39970,"hi , i'm interested in the road bike you have for sale . ",intro
39971,"hello , do you have any questions that i might be able to answer for you ? ",intro
39972,what condition is it in ? ,inquire
39973,its in great condition . i only road it a few times ,inform
39974,"excellent . i have my eye on a few bikes , and i'm looking to spend closer to $3465 . ",init-price
39975,"hmm . . i can't go that low . ill tell you what . what if we go to 3700 and i""ll throw in the pedals for you . ",counter-price
39976,you have a deal . ,agree
39977,great ,thanks
39978,<end>,<end>
39979,"hi , i'm interested in the truck , how many miles on it ? ",inquire
39980,"hello , it has 20040 miles . its in perfect condition ! ",inform
39981,it only has 20k miles ? ,inquire
39982,"yes , i only use it on certain occasions since i use my other car daily ",inform
39983,"that's great , how is the shape of the interior ? ",inquire
39984,"its very clean interior , no scratches or tears on the fabric ",inform
39985,"ok , i'd like to offer you 8049 . 00 ",init-price
39986,"that is a little low , its trd limited edition . one of a kind . how about $10000 ",counter-price
39987,"you know , since the mileage is so low , i'm going to give you 9900 cash , how will that work ? ! ",counter-price
39988,i guess that works ! ,agree
39989,<end>,<end>
39990,hello . thanks for viewing the listing . ,intro
39991,you're welcome . looks great . i'd love to come see it . what are the schools like ? ,inquire
39992,the schools in the area are great and it's in a really nice neighborhood . ,inform
39993,appliances included ? what about utilities ? ,inquire
39994,"yes , appliances are included . utilities are separate , though . ",inform
39995,are there designated parking spaces ? ,inquire
39996,yes there are . ,inform
39997,"great . i'm on a strict budget , but would be happy to pay $1300 . ",init-price
39998,i have it listed for $1975 so i can't go that low . can you do $1600 ? ,counter-price
39999,"i could do $1 , 500 if you could waive the deposit . ",counter-price
40000,"i can waive the deposit , but for $1550 . deal ? ",counter-price
40001,ok . thanks . ,agree
40002,<end>,<end>
40003,hi there . ,intro
40004,howdy ! are you interested in the speaker set ? ,intro
40005,i am good . and yes i am . ,intro
40006,excellent ! what questions do you have about what's listed here ? ,intro
40007,are you the original owner ? what is the condition ? how old is it ? ,inquire
40008,i am the original owner . i've had it for quite some time so it's certainly had its use . there are some very minor cosmetic flaws but the sound quality and functionality is 100% ! i don't recall the original manufactured date of this specific model but i can tell it was engineered to last . ,inform
40009,awesome . i want it . i could come and pick it up today . i have $28 cash in hand . ,init-price
40010,"i appreciate that offer but i really need to get at least $35 out of it . i'd be happy to include the deck stand with it all . after all , it looks good with the rest of the set . ",counter-price
40011,right now i can only do $32 . would that work ? ? ,counter-price
40012,"well , considering i've had the listing for awhile , i'm also ready to get this thing to a new home so that we can move . that will work ! ",unknown
40013,<end>,<end>
40014,hi ! i do still have the mazda if you are interested ! ,intro
40015,hello . thanks ! how many owners has it had ? ,inquire
40016,i got it used and i understood it had one owner before me . i have droven mainly for my commutes thats why it has so many miles . ,inform
40017,thanks . i see you have it listed for $3500 but would you accept $3150 ? ,init-price
40018,how about if i get the oil changed and the tires rotated and ask $3300 ? ,counter-price
40019,i appreciate that but i can't go that low . could you do $3400 ? ,counter-price
40020,its a deal ! ,agree
40021,when do you want to pick it up ? i will get the oil changed this afternoon ? ,inquire
40022,$3400 is a deal ! ,agree
40023,<end>,<end>
40024,hello . thanks for viewing the listing . ,intro
40025,is there any problems with the bike ? i don't see much information listed . ,inquire
40026,"no , nothing at all . it's in great condition . ",inform
40027,why are you selling it ? ,inquire
40028,"i got a new bike from my wife , for my birthday . ",inform
40029,"i noticed you're selling it for 400 , and that's about the price you'd pay for a brand new version . ",init-price
40030,i can work with you . what were you looking to pay ? ,inquire
40031,i was looking to pay between 150 and 200 . ,counter-price
40032,i can't go that low . can you do $300 ? ,counter-price
40033,would you meet me at 250 ? ,counter-price
40034,$255 and we have a deal . ,counter-price
40035,<end>,<end>
40036,hello . thanks for viewing the listing . ,intro
40037,hi . what condition this car in ? ,inquire
40038,the car is in excellent condition . no scratches on the body and it runs great . ,inform
40039,would you be willing to take $4050 cash right now ? ,init-price
40040,i have it listed for $4500 so i can't go that low . could you do $4300 ? ,counter-price
40041,yes can we meet today ? ,inquire
40042,yes we can . ,inform
40043,if you pick it up yourself i can do $4250 ,counter-price
40044,yes i can pick it up . ,agree
40045,<end>,<end>
40046,hello how may i help you ? ,intro
40047,good morning . i'm interested in the patio chairs you have for sale . how old are they ? ,inquire
40048,i've had them for a few years . they are in good shape . they do have some discoloration from being in the sun . ,inform
40049,would you be willing to accept $5 based on the condition ? ,init-price
40050,they do come with really comfortable cushions that cost much more if bought brand new . i could agree to $8 . that would be fair . ,counter-price
40051,can you take $7 ? i can pick them up today . ,counter-price
40052,yes i could lower it to $7 . you have a deal . ,agree
40053,<end>,<end>
40054,"hey there , can you tell me about this sofa . ",intro
40055,selling a nice leather sofa partially new no tears no stains and seats comfotably ,intro
40056,is it soft leather or hard leather ? ,inquire
40057,soft lamb skin leather in a light tan ,inform
40058,awesome . will you take $210 ,init-price
40059,thats tp low was asking 415 well 399 can do a lot ,counter-price
40060,i have $390 cash in my pocket and i can get it today . will that work ? ,counter-price
40061,yes that will work very well i can deliver ,agree
40062,even better . thank you . ,thanks
40063,<end>,<end>
40064,hi there . how are you ? ,intro
40065,hey there ! ,intro
40066,can i answer any questions for you ? ,intro
40067,yes how many owners has this car had ,inquire
40068,i am the original owner on it . ,inform
40069,i really want to buy this car for my boyfriend but i do not have the full amount i have $6250 cash right now ,init-price
40070,"i am sorry , but that is too low . this has brand new tires and wheels with low miles . clean title and smogged ready . all oil changes and tune ups have been up to date and maintained . the lowest i could go is $10 , 000 . ",counter-price
40071,"i was bale to find a bit more money , i have $9550 can we meet half way ",counter-price
40072,i could do that . deal . ,agree
40073,awesome ! thank you ,thanks
40074,<end>,<end>
40075,howdy ! ,intro
40076,do you have some older furniture in need of some love ? ,inquire
40077,"hello , are the cushions used at all ? ",inquire
40078,"no , these are new . we just had more than needed . if your sofa fits the 3-seater 80"" design of these specific cushions , it's a whole lot cheaper than buying all new furniture ! ",inform
40079,"i see , do you think you can come down on the price , one box usually goes for $12 so i was trying to find a deal ",init-price
40080,"well they are brand new in the box still . you just don't have to stand in line , order on tv , or pay taxes to get them . ",supplemental
40081,what price did you have in mind ? ,inquire
40082,i was thinking somewhere from 20-25 work with me please there for my grandmothers old couch we barely use . ,counter-price
40083,"i understand that probably has some sentimental value . if we can do $24 , that puts you at $8 each . fair enough ? ",counter-price
40084,<end>,<end>
40085,"hi , i am interested in purchasing your wheels . ",intro
40086,what kind of condition are they in ? ,inquire
40087,good morning . are you interested in the wheels i have listed ? ,intro
40088,yes ,inform
40089,they're excellent condition . ,inform
40090,i'm looking to sell them for $3000 . ,init-price
40091,$3000 is quite a high price for these wheels even in excellent condition . i'm looking to spend around $2500 for them . ,counter-price
40092,that is a reasonable offer . i'm willing to accept it if you purchase them today . ,agree
40093,deal . ,agree
40094,<end>,<end>
40095,"hello there , i see you have a chevy for sale ? ",inquire
40096,"yes i do , a 2015 chevy sonic lt hatchback ",inform
40097,how many miles are on it ? ,inquire
40098,"it has 30 , 000 . it was a salvage from very light damage ",inform
40099,i like the power locks and windows . how much are you asking for ? ,inquire
40100,"thank you , i'm asking $5995 for it ",init-price
40101,"kelly blue book puts it at $4000 , i can pay that especially since it was in salvage ? ",counter-price
40102,i can't take $4000 . i'm willing to negotiate lower than the asking price though ,vague-price
40103,i can come pick it up but i can't justify paying more than $4200 for it because of the kbb value . ,counter-price
40104,what about $4500 ? ,counter-price
40105,"i can't , not enough value in it . ",disagree
40106,<end>,<end>
40107,hello . is the bluetooth speaker still available ? ,inquire
40108,it is ! it is an awesome speaker and has really good sony sound quality ! i would use it with my smart phone without any issues ,inform
40109,sounds great . is it in good condition ? ,inquire
40110,it has a few super minor scraps from normal wear but otherwise it works great . no rattles or anything like that ! ,inform
40111,great . i see it's listed for $140 but could you do $70 ? ,init-price
40112,i would be willing to go $95 if you could pick it up by friday this week with cash ? ,counter-price
40113,i can't go that high but if you do $90 we have a deal . ,counter-price
40114,sure i'll do $90 ! i will see you this week for pickup then ? ,agree
40115,<end>,<end>
40116,hi is this still available ? ,inquire
40117,"hello . yes , it is still available . ",inform
40118,okay . may i know how long you have used the fire tv stick and if has any issue ,inquire
40119,i've had it for about 3 months and there are no issues at all . ,inform
40120,okay thanks . what kind of battery does the remote use ,inquire
40121,it uses two aaa batteries . ,inform
40122,oh great then . if you can lower the price to $60 i will pick it up right away ,init-price
40123,"i can't do $60 , as i need to get closer to the $75 listing price . could you do $70 ? ",counter-price
40124,pretty above my budget sorry . can we make $67 then . cash payment and i come pick it up . ,counter-price
40125,i understand . $68 and we have a deal . ,counter-price
40126,<end>,<end>
40127,hello i am interested in purchasing your iphone 7 . what condition is it in ? ,inquire
40128,it is brand new in the box and it is unlocked . we have different colors too if you like ,inform
40129,i'm willing to pay $700 for it . for the price you are asking i could buy a new one at the store and get the warranty and insurance plans that come with it . ,init-price
40130,i am willing to go down a bit . and don't forget you don't need to pay tax if you get it from me . how about $750 and it's in your hand tomorrow ? ,counter-price
40131,that sounds fair to me . you have a deal . ,agree
40132,thanks . will see you tomorrow ,thanks
40133,<end>,<end>
40134,hello i see you are interested in buying my phone ? ,intro
40135,yes i have 280 dollars for the phone how is the body of the hard back of pihone is thee a warranty ,inquire
40136,yes it is a hard back body and comes with a full screen protector . it is still under the 1 year warranty . ,inform
40137,<end>,<end>
40138,"hello , im very interested in the sofa you're selling . why are you selling it ? ",inquire
40139,hi there . great . i am moving and dont want to transport it ,inform
40140,is it in good condition ? any tears to the leather ? ,inquire
40141,"its in great condition . very high quality leather . there is a small 2 inch tear in the back of the chair . it can easily be repaired , but also is very rarely seen , especially if you have the couch against a wall . ",inform
40142,great ! are they any pet stains ? ,inquire
40143,nope . it's leather- no scratches either ,inform
40144,"ok i see one of them is power motion , does that work ? i can offer $495 ",init-price
40145,"yup . it works . how about this - if you can do my original price of $550 , i'll fix that tear before you pick it up this week . ",counter-price
40146,$520 and u fix the tear ,counter-price
40147,okay deal ,agree
40148,<end>,<end>
40149,hello . is the phone still available ? ,inquire
40150,yes the phone is still very much available and if you want it you act fast as so many people are interested to have it . just waiting for a good offer to sell ,inform
40151,thanks . is it in good condition ? ,inquire
40152,its in avery good working condition . i have had it for just 8 months . its still under warranty too . great deal i suppose ,inform
40153,sounds great . i see you have it listed for $340 but could you do $306 ? ,init-price
40154,no sorry . step up to $330 ,counter-price
40155,$329 and we have a deal . ,counter-price
40156,the phone is great . no wear or tear . i guess you are lucky . will give it to you at that price . but hope you come back some other time . ,agree
40157,<end>,<end>
40158,hello . thanks for viewing the listing . ,intro
40159,hi thank you ! i am very interested in the phone you have for sale . is it still under warranty ? ,inquire
40160,it's still for sell and it does have one year left on the warranty . ,inform
40161,"that's great , i can give you $140 cash now and come pick it up wherever is convenient for you ",init-price
40162,"i can't go as low as $140 , as i need to get closer to the $200 listing price . could you do $180 ? ",counter-price
40163,do you have any screen protectors or cases you could throw in with it ? does it come with charger and earbuds ? ,inquire
40164,it will only comes with the earbuds . ,inform
40165,ok would you be willing to take $175 and throw in a case or screen protector ? ,counter-price
40166,i can't take $175 but for $188 i can throw in a case . ,counter-price
40167,"great , sounds like a deal ! ",agree
40168,<end>,<end>
40169,hey there . ,intro
40170,"i'm very intterested in your apartment , could you tell me a little more about it ? ",inquire
40171,"yes , it is completely remodeled , 2 br , 1 bath , has a garage and other off street parking . it is close to a grocery store and it is near the bart . ",inform
40172,sounds good . would you be able to reduce the price ? i have seen similar apartments in this area for significantly cheaper . i was thinking about $1400 ,init-price
40173,"i can't do ! 400 but i can do 1700 and it would include internet , water , and trash service . ",counter-price
40174,"oh wow , that sounds like quite the deal . i like not having to worry about the extra bills each month . can i come look at the apartment today ? ",inquire
40175,you can and you could move in anytime as it is available . ,inform
40176,"that sounds wonderful , i suspect you will make a great landlord ! ",thanks
40177,<end>,<end>
40178,"hi , is your highlander still for sale ? ",inquire
40179,"yes , it is . i'm assuming you're interested in the car ",inform
40180,"yes , i am . how many miles does it have on it ? ",inquire
40181,it's got about 67000 ,inform
40182,"have you maintained it well as far as oil changes , etc ? ",inquire
40183,"yep , i've done all the regular maintenance ",inform
40184,is there any damage to the interior or exterior ? ,inquire
40185,no damage . i've never had any accidents and i've always parked it indoors ,inform
40186,"great . would you consider taking 13 , 000 for it ? ",init-price
40187,"i don't know , that feels sort of low . how about 14 , 000 ? ",counter-price
40188,"can we meet in the middle with 13 , 500 ? ",counter-price
40189,that works ,agree
40190,thanks ,thanks
40191,<end>,<end>
40192,"hi there , how are you ? ",intro
40193,i am great ! you/ ,intro
40194,"doing very well , thanks for asking . i'm interested in the bike stand , and would like to offer you $20 , as i've seen this stand go for that amount on ebay ",init-price
40195,"i think that is a little too low , i am starting at 45 dollars but will take 35 ",counter-price
40196,"ah , i'm sorry , i just cannot pay that much . i can offer a little more and offer $25 , but that will be my best offer ",counter-price
40197,would you be able to do a little more and do 30 ? ,counter-price
40198,i'll do 25 and pick up ,insist
40199,how does 30 and i bring it to you sound or 28 and you pick it up ? ,counter-price
40200,"i'm sorry but i'm pretty firm on the 25 . i'll send you an offer , and hope you'll accept . ",insist
40201,<end>,<end>
40202,hi: are you interested in buying my iphone6 ? ,intro
40203,"hi , i seen your iphone 6 was for sale . are there any known issues with it ? ",inquire
40204,no problems . it is in vg condition and memory wiped clean and phone unlocked . ,inform
40205,i am asking $270 for it ,init-price
40206,that's a bit higher than i would like to spend . ,vague-price
40207,does it come with any accessories ? ,inquire
40208,it has the wall charger . i could also include a brand new otter box case that i havent even opened . ,inform
40209,would you consider $200 ? ,counter-price
40210,i'll tell you what . i can include the case and a bluetooth headset that i have if you'll pay $235 ,counter-price
40211,is the headset over ear or in ear ? ,inquire
40212,it's in ear . bose . state of the art ,inform
40213,$235 sounds like a good deal . ,agree
40214,when can we meet ? ,inquire
40215,i can meet you at the shopping ceneter anytime in the next day ,inform
40216,<end>,<end>
40217,hi ! i'm interested in your toyota . ,intro
40218,"helllo ! sure , it has a clean title , mileage is 155k , leather seats , sunroof , navigation , ac and heat , tires and breaks are good and clean from inside out ",intro
40219,"is it generally in good condition ? any dents or scratches , or anything i should know about ? ",inquire
40220,"no no dents , and yes in good condition ",inform
40221,"i can't quite see what color the car is from the photo , is it black or navy blue ? ",inquire
40222,it is navy blue ,inform
40223,would you be willing to come down on the price a bit ? ,vague-price
40224,yes i'm willing to go lower but not too low ,agree
40225,"okay , what do you say if i come pick it up today and pay $6200 cash ? ",init-price
40226,"why yes , you have yourself a deal ",agree
40227,awesome ! ,agree
40228,<end>,<end>
40229,hello . ,intro
40230,hi i am interesting in your iphone 6 ,intro
40231,it is in absolutely pristine condition . ,intro
40232,"i noticed that . i can pay 200 for it , ",init-price
40233,no way . i said pristine condition . ,disagree
40234,you are asking for 330 . well i can come up to 250 ,counter-price
40235,i need more . it is still in pristine . perfect condition . that is way less than a refurbished one with scratches . ,disagree
40236,i will meet at the middle 290 . this is my last offer . i can find others for better . i think . i am only attracted to the gold color . ,counter-price
40237,ok . that is satisfactory . ,agree
40238,very well ,agree
40239,<end>,<end>
40240,hi there are you interested in the item ? ,intro
40241,"yes , i am . can you tell me the size of the unit you have listed ? ",inquire
40242,its 2500 meters squared ,inform
40243,"excellent . the only thing is , i'm a student , and the price is a little out of my range . i'm willing to bring a check to you today for $2425 . ",init-price
40244,"well i would be happy to help you since you're a student ! i can give you for that amount provided you do agree to pay 2 months deposit in advance , because i have many clients who are wanting to take this place . ",agree
40245,that's totally doable . i accept your offer . ,agree
40246,how about paper work ? ,inquire
40247,sure . i can come by today to fill it out . ,inform
40248,great then text me your address and we should meet up ! thank you for your business ! ,thanks
40249,<end>,<end>
40250,hello there ! ,intro
40251,how are you ? ,intro
40252,good ! how are you ? are you interested in my apartment ? ,intro
40253,i'm fine . i'm interested but my budget is limited . i can offer you $1200 for the apartment . ,init-price
40254,i think that will be too low . it has all the amenities like gym and parking spot . you can save a lot of money . and there is a storage space too . beautiful and nicely done ,vague-price
40255,it sounds nice but some of the amenities aren't of any use to me and my preference isn't to be on the third floor . i have a little wiggle room but not a huge amount . ,disagree
40256,"ok , how about if i'll pay the bills for you ? ",inquire
40257,"well , give me numbers . ",inform
40258,what type of numbers are we talking about ? ,inquire
40259,how about $1600 and i'll pay the bills too . . ,counter-price
40260,"when you say bills what are you talking about ? just utilities ? electricity , water , gas ? ",inquire
40261,electricity and water . we don't have gas . good deal . . ,inform
40262,i'll do $1450 plus electricity and water . ,counter-price
40263,ok . . but you have to move in this month . ,agree
40264,"sure . my old lady just kicked me out anyway . $1450 it is , then . ",agree
40265,deal . thanks ,thanks
40266,deal . thanks . ,thanks
40267,<end>,<end>
40268,im interested in the chair ! ,intro
40269,hello . i am asking $99 for it . ,init-price
40270,i think thats more than fair . sold ,agree
40271,ok great . ,agree
40272,<end>,<end>
40273,hi i'd like to buy your lamps . they look a little used up would you consider negotiating ? ,inquire
40274,"hello ! i am selling a pair of vintage lamps . yes , it is true that they have been used , so i would be open to negotiation , especially if you can come pick them up . ",inform
40275,i can pick them up right now with 20$ cash in hand . ,init-price
40276,"all right , that would work fine; i am busy the rest of the week , so if you can come in an hour , that would work perfectly . ",agree
40277,thank you i'll see you soon . ,thanks
40278,great ! ,thanks
40279,<end>,<end>
40280,im interested in the truck ! ,intro
40281,it is a great truck ! ,intro
40282,"its alot of miles on it and may need repair soon , looks like all original engine ",intro
40283,i can go down to $3000 . they are all highway miles . ,init-price
40284,"the engine is very important . i also am assuming tires are used , can you go any lower if the tires are not like new ? ",inquire
40285,"yes , the tires are brand new . and i have never had a problem with the engine . ",inform
40286,"i will take 3000 , if you handle delivery too ",agree
40287,we have a deal . ,agree
40288,<end>,<end>
40289,hi i'm interested in the mirror ,intro
40290,great . the price is $135 . ,init-price
40291,yea that's a little higher than i'm looking to pay . . . can you do $100 ? ,counter-price
40292,that's a little too low . i can let it go for $110 . ,counter-price
40293,"hmmmm is it in perfect shape ? no dings , scratches , knicks , etc ? ",inquire
40294,it's in perfect condition . ,inform
40295,nice . well i can come pick it up right now for $100 cash . or if you're stuck at $110 can you bring it out to me ? ,inquire
40296,i would be happy to . ,inform
40297,<end>,<end>
40298,hello ,intro
40299,hi ! ,intro
40300,im interested in your bed ,intro
40301,"yes thank you for your interest , i am selling a dollhouse princess bunk bed which can fit a full size bed down and twin on top ",intro
40302,is anything wrong with it ? ,inquire
40303,nothing at all . it's about 5 years old and really solid ,inform
40304,any scratches or dents ? ,inquire
40305,no scratches or dents ,inform
40306,ok are ypu willing to take a lower offer ? ,inquire
40307,"yes i'm asking $500 but i am willing to go lower , just not too low ",init-price
40308,would you be willing to consider $250 ? ,counter-price
40309,"$250 would be too low , sorry ",vague-price
40310,how about $275 ? ,counter-price
40311,that's still too low ,vague-price
40312,what is your offer then ? > ,inquire
40313,i am willing to accept no lower than $350 ,counter-price
40314,im sorry the best i can do is $300 cash and i wouild pick it up today ,counter-price
40315,"it's in good condition , well i can take $300 and considering it is 5 years old ",agree
40316,<end>,<end>
40317,hello ,intro
40318,"hi , how are you ? ",intro
40319,doin' pretty good today . bit tired from work . how are you ? ,intro
40320,"i am well , thank you for asking . i see you are interested in the bike rack . ",intro
40321,"yes . i saw you had it listed for 45 , but i was wondering if i could talk you down to $35 ? unfortunately i don't have a lot to spare right now . ",init-price
40322,i am actually willing to go to 35 on the condition that you pick it up ? i will send you an offer . ,agree
40323,sounds good . ,agree
40324,<end>,<end>
40325,hi there are you interested ? ,intro
40326,hi . i am really interested in your furniture . do you have any pets or children ? ,inquire
40327,no i do not have any pets or children ,inform
40328,do you mind telling me how many stains are on the furniture and where ? ,inquire
40329,sure . the stain is very light and it was caused when we tried to move in the furniture to the patio . its very light and not seen at all . i mentioned it to make sure that when i sell the buyer has the knowledge of it . ,inform
40330,how old is the furniture ? ,inquire
40331,550 seems awful high . i saw something at goodwill for less than half of that price that was similar . ,vague-price
40332,"well the furniture is as new and its a branded one too and i am selling it for half the price of what i had got it for . so 550 is reasonable , but i am willing to negotiate . give me a price ! ",inform
40333,i was hoping you would be willing to go 250 ? ,counter-price
40334,wow that's way too low . that's half of what i am selling it off for . i can give it to you for $400 ,counter-price
40335,"maybe 300 ? money is awful tight and we just had a house fire , lost everything . and with the baby on the way , i just can't go much higher . ",counter-price
40336,$380 is the last price i can help you with . i need to get my money to get my wife a new couch too so its just fair . ,counter-price
40337,okay . i think i may have to keep looking unless you will accept 350 . ,counter-price
40338,well i can give it to you for 350 its not like 30 dollars is gonna take me anywhere :) deal ! ,agree
40339,<end>,<end>
40340,hello ,intro
40341,hi there . i'm interested in your listing . can you give me some basic information about it ? ,inquire
40342,100% financing is available with zero down if you meet certain requirements ,inform
40343,"excellent . i'm new to town , and money is kind of tight . i've had my eye on a few other opportunities . i'm looking to pay closer to $900 . ",init-price
40344,"well my price is 1800 , 900 is way too low ",counter-price
40345,i can pay $1080 today . this is supposed to be a negotiation . ,counter-price
40346,i could come down to 1600 ,counter-price
40347,the highest i can go is $1440 . that is only 20% off your original price . ,counter-price
40348,1500 and you have a deal ,counter-price
40349,fine . ,agree
40350,<end>,<end>
40351,hello ! i'm selling a desk that would be great for a bar or meeting table . ,intro
40352,i have an interest in your desk that you have for sale . do you happen to know the dimensions ? ,inquire
40353,"yes it is 7ft long , 4ft wide , and 3 . 5 ft tall . ",inform
40354,that's a good sized desk . do you know how old it is ? it looks pretty new ! ,inquire
40355,"it's only a few months old , rarely used . really need to get rid of it . you will need a large truck to pick it up as we are in a wharehouse . ",inform
40356,do you know whether it folds up or could be taken apart easily ? ,inquire
40357,yes it can be folded up for easier transport . ,inform
40358,i'm asking 200$ but willing to negotiate . ,init-price
40359,i was going to offer $110 or $140 if you could deliver . i'm less than 2 miles away . ,counter-price
40360,"unfortunately i cannot deliver , but $110 sounds fair to me . ",agree
40361,<end>,<end>
40362,"hello , how are you ? ",intro
40363,hi . interested in a sofa ? ,intro
40364,"yes i am ! the only thing i am hesitant about is the price , im not trying to spend over $600 . ",init-price
40365,ah but is a sofa and chair . the cushions are in excellent condition . i am willing to work with you though . i do want to sell it for closer to 1000 ,counter-price
40366,"yeah thats what i like , but there is no fabric included which makes me hesistant about spending that much , especially if i have to buy fabric too . are you good with something closer to 850 ? ",counter-price
40367,very well . i understand the concern . i do want us both to get a good deal and i understand the hassle . i would sell it to you for 900 ,counter-price
40368,"i would be good with 900 , thank you . ",agree
40369,good ,thanks
40370,<end>,<end>
